,train_id
2518,9271
2519,15702
2520,14756
2521,12650
2522,14521
2523,6948
2524,15066
2525,15419
2526,9800
2527,16720
2528,12327
2529,5531
2530,18839
2531,12742
2532,17667
2533,15314
2534,4261
2535,15877
2536,775
2537,17951
2538,12291
2539,11648
2540,17780
2541,18091
2542,17446
2543,8173
2544,14645
2545,8442
2546,5043
2547,13892
2548,506
2549,11923
2550,10553
2551,17354
2552,1213
2553,1204
2554,17838
2555,19308
2556,10987
2557,13709
2558,13487
2559,13141
2560,17717
2561,1335
2562,13637
2563,11751
2564,18125
2565,3385
2566,4399
2567,13636
2568,17747
2569,6740
2570,12031
2571,10092
2572,17800
2573,12821
2574,13718
2575,290
2576,10800
2577,3857
2578,13099
2579,6440
2580,2491
2581,6653
2582,8325
2583,12469
2584,11190
2585,16370
2586,1026
2587,7978
2588,9333
2589,3085
2590,5183
2591,8920
2592,18838
2593,11757
2594,8422
2595,10552
2596,12278
2597,16929
2598,10384
2599,3401
2600,13645
2601,10206
2602,2190
2603,6004
2604,9478
2605,18503
2606,5433
2607,810
2608,2961
2609,3662
2610,6199
2611,7129
2612,17637
2613,17499
2614,14285
2615,2513
2616,3557
2617,17306
2618,10110
2619,7199
2620,1970
2621,4151
2622,14063
2623,148
2624,17603
2625,10769
2626,2031
2627,15249
2628,18861
2629,4854
2630,7574
2631,12784
2632,960
2633,4258
2634,3757
2635,16366
2636,4202
2637,9937
2638,15569
2639,6342
2640,16710
2641,18603
2642,17414
2643,19191
2644,5240
2645,4893
2646,1478
2647,14920
2648,5822
2649,8024
2650,3737
2651,16908
2652,6499
2653,7203
2654,16506
2655,14686
2656,12438
2657,15548
2658,813
2659,12620
2660,15245
2661,9941
2662,12695
2663,12582
2664,2466
2665,5860
2666,14353
2667,11465
2668,1876
2669,17166
2670,19464
2671,6524
2672,5417
2673,7434
2674,15952
2675,9169
2676,6
2677,14701
2678,6996
2679,17982
2680,11552
2681,5696
2682,7063
2683,11004
2684,13621
2685,12929
2686,18814
2687,7823
2688,11100
2689,15614
2690,14015
2691,11453
2692,11507
2693,1830
2694,1291
2695,5069
2696,5411
2697,4141
2698,11657
2699,5594
2700,15020
2701,1969
2702,18029
2703,3556
2704,434
2705,14685
2706,17248
2707,18729
2708,7531
2709,5641
2710,19375
2711,14118
2712,3841
2713,225
2714,18635
2715,8941
2716,19953
2717,7364
2718,10232
2719,8644
2720,5141
2721,1755
2722,10185
2723,7775
2724,2228
2725,18469
2726,14251
2727,14011
2728,13590
2729,19701
2730,7212
2731,15782
2732,18283
2733,6816
2734,10693
2735,18883
2736,17750
2737,13543
2738,7563
2739,3410
2740,8437
2741,6684
2742,9782
2743,7535
2744,18612
2745,19005
2746,14878
2747,4311
2748,8805
2749,19181
2750,10613
2751,7
2752,12526
2753,13842
2754,16797
2755,13823
2756,8676
2757,16816
2758,12145
2759,18891
2760,9309
2761,13208
2762,14468
2763,9065
2764,17128
2765,9202
2766,14171
2767,1284
2768,10884
2769,18303
2770,19672
2771,632
2772,3755
2773,19908
2774,16497
2775,4889
2776,3636
2777,1842
2778,17506
2779,9433
2780,1738
2781,8843
2782,2219
2783,16089
2784,9837
2785,11881
2786,17301
2787,1993
2788,11681
2789,18372
2790,3583
2791,10686
2792,16240
2793,7946
2794,5157
2795,9950
2796,17234
2797,19594
2798,2074
2799,9529
2800,13151
2801,16342
2802,13581
2803,5801
2804,1848
2805,8430
2806,6264
2807,560
2808,3404
2809,2486
2810,495
2811,15872
2812,194
2813,1546
2814,557
2815,17328
2816,9915
2817,1228
2818,18288
2819,17911
2820,18459
2821,7810
2822,19158
2823,9174
2824,231
2825,5893
2826,12979
2827,19977
2828,6886
2829,12661
2830,3045
2831,9572
2832,14604
2833,14601
2834,5304
2835,19234
2836,7617
2837,17255
2838,17332
2839,6950
2840,12172
2841,13995
2842,8494
2843,11563
2844,14413
2845,9473
2846,15325
2847,9094
2848,8148
2849,6530
2850,18239
2851,2322
2852,7842
2853,7591
2854,19723
2855,19293
2856,7657
2857,1198
2858,18518
2859,18709
2860,9830
2861,14851
2862,1480
2863,332
2864,2788
2865,448
2866,9329
2867,7163
2868,9135
2869,3796
2870,6535
2871,6255
2872,1134
2873,9128
2874,8465
2875,15781
2876,2965
2877,7309
2878,5078
2879,3847
2880,19409
2881,14827
2882,3282
2883,10351
2884,19855
2885,18885
2886,12093
2887,10751
2888,9100
2889,3573
2890,7975
2891,3138
2892,18321
2893,14189
2894,13746
2895,14821
2896,4185
2897,821
2898,15765
2899,6221
2900,6861
2901,1271
2902,9884
2903,4842
2904,18439
2905,8200
2906,1679
2907,7601
2908,16923
2909,680
2910,3603
2911,4728
2912,10637
2913,15209
2914,872
2915,5441
2916,9066
2917,2841
2918,4923
2919,6498
2920,17380
2921,14335
2922,9484
2923,1163
2924,8957
2925,13584
2926,4423
2927,5081
2928,5089
2929,19930
2930,12955
2931,2750
2932,15284
2933,5847
2934,15564
2935,2139
2936,11895
2937,8672
2938,1783
2939,3405
2940,4240
2941,15901
2942,7152
2943,18264
2944,19043
2945,13196
2946,16294
2947,18520
2948,1132
2949,15539
2950,13249
2951,19074
2952,1521
2953,8166
2954,18585
2955,9354
2956,9592
2957,15990
2958,16448
2959,2591
2960,16730
2961,11927
2962,11461
2963,14757
2964,1519
2965,13723
2966,19904
2967,6112
2968,19286
2969,9122
2970,2065
2971,14212
2972,1260
2973,9383
2974,4502
2975,3919
2976,18651
2977,12433
2978,15732
2979,6806
2980,17392
2981,6831
2982,11622
2983,7137
2984,12787
2985,7988
2986,1505
2987,1730
2988,16758
2989,5281
2990,10889
2991,16443
2992,13257
2993,14679
2994,6403
2995,18242
2996,10774
2997,9190
2998,9601
2999,7914
3000,11279
3001,8143
3002,6625
3003,1277
3004,17748
3005,12887
3006,2634
3007,3438
3008,16555
3009,2160
3010,18985
3011,4479
3012,7532
3013,17942
3014,6419
3015,1983
3016,2822
3017,6649
3018,17673
3019,5479
3020,16921
3021,18253
3022,9773
3023,6280
3024,15034
3025,6612
3026,10296
3027,6687
3028,2968
3029,415
3030,981
3031,9458
3032,17214
3033,13872
3034,535
3035,16694
3036,5760
3037,16689
3038,11018
3039,16157
3040,5998
3041,10670
3042,10152
3043,1027
3044,7905
3045,14475
3046,3061
3047,9393
3048,15172
3049,16281
3050,2913
3051,10999
3052,12831
3053,19335
3054,15028
3055,15109
3056,4878
3057,9001
3058,2075
3059,16746
3060,19139
3061,697
3062,7925
3063,13103
3064,15153
3065,18207
3066,12788
3067,7670
3068,16111
3069,11008
3070,7332
3071,18481
3072,5802
3073,17672
3074,10626
3075,9481
3076,9249
3077,925
3078,12340
3079,7489
3080,4302
3081,16220
3082,16793
3083,19246
3084,9877
3085,6945
3086,18559
3087,394
3088,14387
3089,7391
3090,14179
3091,8412
3092,4610
3093,13046
3094,19782
3095,15003
3096,3089
3097,16569
3098,4775
3099,8930
3100,15266
3101,15609
3102,16118
3103,9790
3104,3221
3105,9930
3106,4903
3107,10598
3108,14280
3109,13367
3110,19950
3111,11642
3112,4601
3113,5307
3114,10093
3115,6603
3116,14648
3117,4001
3118,17031
3119,3824
3120,19263
3121,1639
3122,1215
3123,6163
3124,18536
3125,9971
3126,17251
3127,12345
3128,6682
3129,8613
3130,9477
3131,11432
3132,3537
3133,12013
3134,8127
3135,9831
3136,5027
3137,7451
3138,3328
3139,12859
3140,10077
3141,17754
3142,11986
3143,2409
3144,19762
3145,11723
3146,16237
3147,19372
3148,5878
3149,12904
3150,4596
3151,12293
3152,4063
3153,10575
3154,1030
3155,1899
3156,17851
3157,11568
3158,6405
3159,10046
3160,4473
3161,19601
3162,14643
3163,11022
3164,12864
3165,2064
3166,2715
3167,567
3168,4065
3169,15241
3170,609
3171,2647
3172,19364
3173,11241
3174,11718
3175,14339
3176,7789
3177,18128
3178,19366
3179,12094
3180,15980
3181,5471
3182,5824
3183,11198
3184,1907
3185,4060
3186,16022
3187,11571
3188,1365
3189,14166
3190,1518
3191,3398
3192,13022
3193,2725
3194,12215
3195,1108
3196,222
3197,15101
3198,6592
3199,7994
3200,10274
3201,18739
3202,14841
3203,5045
3204,278
3205,9092
3206,7046
3207,9618
3208,17579
3209,226
3210,5406
3211,11379
3212,14905
3213,9286
3214,4018
3215,550
3216,5066
3217,832
3218,13996
3219,4732
3220,2369
3221,15527
3222,16983
3223,3477
3224,4629
3225,4544
3226,1302
3227,6775
3228,3250
3229,980
3230,10071
3231,8515
3232,12534
3233,19968
3234,6195
3235,10535
3236,5336
3237,5350
3238,8679
3239,15861
3240,19509
3241,13690
3242,4813
3243,300
3244,7407
3245,13024
3246,16283
3247,8005
3248,5004
3249,6081
3250,2080
3251,2889
3252,15948
3253,4840
3254,13095
3255,3388
3256,7749
3257,12443
3258,11244
3259,12840
3260,6123
3261,8497
3262,16330
3263,10907
3264,13259
3265,6334
3266,4663
3267,6577
3268,19147
3269,1466
3270,18336
3271,13969
3272,13867
3273,17089
3274,19611
3275,15858
3276,7424
3277,19357
3278,17511
3279,4327
3280,4059
3281,1763
3282,4114
3283,7102
3284,14028
3285,10150
3286,15345
3287,18980
3288,18153
3289,5622
3290,19564
3291,392
3292,4868
3293,6640
3294,16705
3295,12515
3296,14853
3297,3863
3298,15585
3299,14030
3300,17661
3301,6983
3302,3308
3303,4834
3304,1589
3305,10312
3306,11511
3307,16495
3308,4756
3309,8794
3310,13876
3311,14182
3312,8488
3313,17995
3314,16494
3315,1264
3316,4579
3317,11418
3318,8162
3319,13550
3320,7675
3321,15412
3322,7894
3323,11476
3324,18366
3325,11850
3326,6484
3327,16576
3328,347
3329,10123
3330,14450
3331,368
3332,10861
3333,12675
3334,724
3335,10477
3336,1299
3337,3284
3338,6431
3339,12243
3340,5418
3341,15624
3342,1553
3343,19846
3344,16061
3345,7973
3346,9261
3347,19217
3348,13507
3349,17833
3350,16831
3351,8138
3352,5376
3353,3660
3354,618
3355,9566
3356,17081
3357,3935
3358,19567
3359,18000
3360,5873
3361,10548
3362,3521
3363,2484
3364,15559
3365,10674
3366,17816
3367,11250
3368,2003
3369,13630
3370,7121
3371,5645
3372,14651
3373,9872
3374,18449
3375,19319
3376,6157
3377,8856
3378,13437
3379,1964
3380,3030
3381,18809
3382,12814
3383,18854
3384,19080
3385,18199
3386,17752
3387,1092
3388,13040
3389,2480
3390,16751
3391,51
3392,6273
3393,11951
3394,9048
3395,13107
3396,13387
3397,19090
3398,993
3399,18419
3400,1854
3401,9952
3402,19085
3403,10128
3404,2511
3405,8010
3406,18951
3407,2256
3408,19905
3409,15787
3410,707
3411,2862
3412,17345
3413,5058
3414,9772
3415,12669
3416,11621
3417,6550
3418,4659
3419,11424
3420,8218
3421,16959
3422,3070
3423,5793
3424,1992
3425,8161
3426,5963
3427,9234
3428,8685
3429,17223
3430,15812
3431,2891
3432,2418
3433,16122
3434,13523
3435,5255
3436,8712
3437,2648
3438,16126
3439,13139
3440,11746
3441,3506
3442,19140
3443,1584
3444,17005
3445,5393
3446,12248
3447,13681
3448,8359
3449,6218
3450,642
3451,5916
3452,2901
3453,343
3454,19270
3455,10923
3456,16880
3457,11221
3458,2032
3459,14938
3460,983
3461,8966
3462,13147
3463,14467
3464,16275
3465,6430
3466,17994
3467,7912
3468,6610
3469,6021
3470,6135
3471,13165
3472,4669
3473,11242
3474,15734
3475,12833
3476,5214
3477,1482
3478,17845
3479,14978
3480,6725
3481,19157
3482,11710
3483,8502
3484,17937
3485,4801
3486,3761
3487,16071
3488,13345
3489,4308
3490,11712
3491,13018
3492,9245
3493,11752
3494,2410
3495,18164
3496,7985
3497,236
3498,11349
3499,16300
3500,3314
3501,3272
3502,4542
3503,2754
3504,16948
3505,17869
3506,17217
3507,14411
3508,6536
3509,15823
3510,11377
3511,3652
3512,592
3513,7146
3514,16013
3515,3669
3516,6366
3517,15077
3518,6829
3519,17014
3520,2248
3521,15987
3522,3498
3523,15993
3524,2329
3525,15030
3526,7803
3527,11800
3528,7083
3529,8198
3530,10539
3531,17810
3532,16395
3533,18794
3534,17855
3535,19523
3536,4504
3537,7786
3538,13667
3539,17336
3540,5277
3541,18880
3542,5118
3543,19925
3544,11180
3545,12809
3546,17260
3547,13197
3548,9944
3549,19220
3550,8330
3551,17635
3552,11360
3553,15297
3554,12913
3555,18609
3556,16464
3557,16572
3558,17729
3559,1060
3560,18769
3561,16771
3562,18897
3563,17412
3564,16936
3565,7448
3566,9044
3567,12113
3568,16209
3569,9221
3570,16444
3571,7142
3572,5579
3573,14902
3574,11726
3575,11937
3576,18027
3577,15413
3578,5047
3579,7013
3580,13362
3581,1420
3582,11867
3583,14613
3584,6144
3585,18884
3586,432
3587,10294
3588,14484
3589,16738
3590,11806
3591,15522
3592,7066
3593,4017
3594,5820
3595,12505
3596,15907
3597,11344
3598,14785
3599,3980
3600,11412
3601,3
3602,9030
3603,7017
3604,19397
3605,9686
3606,13533
3607,7558
3608,17738
3609,13427
3610,10736
3611,19395
3612,3922
3613,1731
3614,19711
3615,17660
3616,15370
3617,7654
3618,19630
3619,18911
3620,14529
3621,5052
3622,5515
3623,2751
3624,1913
3625,3882
3626,19169
3627,8145
3628,13435
3629,12325
3630,14875
3631,598
3632,16462
3633,2703
3634,3867
3635,17814
3636,19064
3637,1929
3638,16845
3639,17274
3640,1497
3641,15684
3642,8528
3643,13985
3644,19317
3645,2296
3646,5359
3647,3898
3648,19336
3649,13041
3650,13579
3651,6161
3652,11477
3653,3397
3654,15629
3655,10228
3656,12844
3657,13267
3658,3273
3659,12922
3660,5279
3661,8917
3662,18037
3663,13183
3664,7252
3665,4678
3666,1705
3667,12108
3668,5675
3669,6828
3670,3711
3671,5832
3672,15090
3673,2171
3674,17146
3675,13835
3676,16607
3677,2597
3678,8594
3679,18173
3680,19128
3681,17876
3682,11540
3683,10561
3684,2556
3685,1846
3686,17928
3687,11513
3688,18237
3689,19489
3690,10595
3691,3274
3692,8436
3693,10877
3694,9027
3695,3799
3696,17981
3697,14982
3698,19917
3699,9919
3700,19790
3701,17121
3702,7989
3703,17346
3704,9150
3705,2440
3706,9718
3707,14714
3708,9816
3709,16747
3710,524
3711,13489
3712,8460
3713,13013
3714,5938
3715,6632
3716,9227
3717,13424
3718,16811
3719,11556
3720,8630
3721,6102
3722,19781
3723,3530
3724,12166
3725,14927
3726,8081
3727,9022
3728,18986
3729,18638
3730,10783
3731,3497
3732,10856
3733,11924
3734,14203
3735,17161
3736,15012
3737,3414
3738,309
3739,13025
3740,9862
3741,4898
3742,2914
3743,16104
3744,10130
3745,8635
3746,18431
3747,7573
3748,2810
3749,464
3750,2526
3751,18967
3752,11132
3753,10416
3754,14511
3755,5900
3756,16682
3757,6276
3758,5048
3759,17491
3760,10508
3761,8187
3762,16540
3763,3666
3764,10786
3765,17875
3766,4015
3767,3971
3768,16086
3769,17586
3770,13359
3771,13696
3772,15831
3773,17138
3774,4736
3775,16310
3776,14500
3777,6739
3778,11428
3779,10576
3780,17055
3781,5228
3782,13673
3783,15001
3784,14721
3785,4838
3786,33
3787,17208
3788,894
3789,17327
3790,4107
3791,9723
3792,9302
3793,11832
3794,18904
3795,12760
3796,2651
3797,4191
3798,9526
3799,19253
3800,9155
3801,2246
3802,3088
3803,8547
3804,16645
3805,522
3806,8105
3807,17970
3808,15088
3809,9372
3810,5333
3811,13552
3812,5581
3813,18631
3814,2831
3815,11167
3816,8194
3817,13504
3818,3727
3819,12083
3820,9978
3821,12067
3822,1280
3823,12196
3824,12004
3825,11509
3826,15483
3827,352
3828,7400
3829,16591
3830,1689
3831,10135
3832,12191
3833,9238
3834,11058
3835,18722
3836,4476
3837,4747
3838,5546
3839,459
3840,2266
3841,10073
3842,11108
3843,19321
3844,16557
3845,4930
3846,7079
3847,11943
3848,11456
3849,10377
3850,6113
3851,10393
3852,1484
3853,906
3854,15141
3855,15750
3856,19677
3857,8886
3858,17735
3859,19422
3860,16087
3861,2631
3862,12050
3863,19350
3864,13083
3865,17727
3866,4303
3867,7695
3868,6053
3869,8343
3870,4315
3871,11353
3872,13758
3873,11959
3874,4633
3875,18971
3876,18452
3877,7416
3878,14259
3879,3782
3880,6205
3881,1146
3882,12966
3883,7103
3884,1104
3885,2221
3886,15447
3887,19958
3888,2054
3889,8660
3890,8035
3891,4088
3892,16019
3893,14049
3894,19753
3895,2834
3896,14022
3897,2859
3898,6560
3899,2271
3900,16353
3901,15464
3902,3139
3903,10080
3904,5786
3905,13329
3906,2762
3907,9659
3908,15578
3909,16827
3910,694
3911,912
3912,16652
3913,9653
3914,1595
3915,12175
3916,14959
3917,8721
3918,10611
3919,8197
3920,13434
3921,8177
3922,7069
3923,3424
3924,19449
3925,10332
3926,4448
3927,10517
3928,5352
3929,14260
3930,17821
3931,10362
3932,3925
3933,13484
3934,10064
3935,18581
3936,19089
3937,3840
3938,19686
3939,12475
3940,14632
3941,1919
3942,13455
3943,18772
3944,7556
3945,19427
3946,18782
3947,2421
3948,16248
3949,8120
3950,4312
3951,18611
3952,8025
3953,3995
3954,11735
3955,266
3956,8170
3957,19030
3958,3036
3959,14570
3960,2971
3961,9158
3962,10744
3963,578
3964,11825
3965,14309
3966,4844
3967,11224
3968,7781
3969,19174
3970,788
3971,6561
3972,9702
3973,13864
3974,13049
3975,15822
3976,2103
3977,2135
3978,19754
3979,10594
3980,8169
3981,17006
3982,14435
3983,17731
3984,10795
3985,17029
3986,5129
3987,3985
3988,12882
3989,13414
3990,18519
3991,12297
3992,19227
3993,6681
3994,17421
3995,312
3996,14923
3997,13766
3998,2367
3999,8424
4000,3184
4001,13768
4002,625
4003,3233
4004,15115
4005,15816
4006,6837
4007,15518
4008,11487
4009,7637
4010,18479
4011,14422
4012,15701
4013,17428
4014,7964
4015,13015
4016,6555
4017,531
4018,16838
4019,16203
4020,10035
4021,1714
4022,1574
4023,16364
4024,11689
4025,18281
4026,7768
4027,8417
4028,6227
4029,14787
4030,18944
4031,7213
4032,5894
4033,10037
4034,3659
4035,2844
4036,10161
4037,3728
4038,48
4039,9365
4040,9923
4041,17420
4042,16144
4043,13304
4044,17310
4045,7782
4046,9039
4047,3481
4048,7979
4049,14555
4050,11965
4051,523
4052,3705
4053,10694
4054,19483
4055,2979
4056,1866
4057,20
4058,12592
4059,19452
4060,13493
4061,16455
4062,4419
4063,16119
4064,5234
4065,80
4066,11228
4067,4892
4068,11999
4069,10209
4070,6766
4071,17009
4072,16824
4073,6127
4074,14563
4075,18946
4076,1740
4077,684
4078,10131
4079,7337
4080,18774
4081,16243
4082,125
4083,4029
4084,6908
4085,7723
4086,12422
4087,12321
4088,1076
4089,13132
4090,13231
4091,13442
4092,14224
4093,17501
4094,3619
4095,15840
4096,14320
4097,14361
4098,6937
4099,17505
4100,18045
4101,7813
4102,11078
4103,6203
4104,1770
4105,12309
4106,19105
4107,1044
4108,5651
4109,7577
4110,2120
4111,7188
4112,9153
4113,14425
4114,14699
4115,6059
4116,12192
4117,19102
4118,5289
4119,3724
4120,14111
4121,11171
4122,19101
4123,9688
4124,4895
4125,3745
4126,16363
4127,5818
4128,4008
4129,2860
4130,18386
4131,4472
4132,17275
4133,17560
4134,9346
4135,8499
4136,5051
4137,13561
4138,13904
4139,9474
4140,5577
4141,4257
4142,4583
4143,603
4144,17959
4145,18992
4146,1966
4147,16912
4148,10085
4149,8952
4150,15783
4151,2084
4152,6898
4153,1656
4154,17340
4155,3464
4156,11921
4157,11323
4158,10219
4159,7514
4160,1925
4161,17247
4162,779
4163,17425
4164,9573
4165,3387
4166,14963
4167,6172
4168,6448
4169,4559
4170,13655
4171,4198
4172,12897
4173,7866
4174,11183
4175,8837
4176,6312
4177,12195
4178,5209
4179,15252
4180,14318
4181,3260
4182,13676
4183,19662
4184,1225
4185,11793
4186,12395
4187,6345
4188,11211
4189,14003
4190,3535
4191,14184
4192,15171
4193,16813
4194,7324
4195,4954
4196,16842
4197,8228
4198,9988
4199,15237
4200,4503
4201,12612
4202,10171
4203,19993
4204,8389
4205,18955
4206,11601
4207,1491
4208,6523
4209,3849
4210,18840
4211,14524
4212,4722
4213,6977
4214,10964
4215,19165
4216,7113
4217,14424
4218,378
4219,9909
4220,438
4221,9887
4222,6912
4223,4341
4224,14399
4225,2475
4226,16790
4227,13975
4228,9015
4229,5068
4230,3251
4231,7892
4232,12275
4233,14584
4234,7949
4235,478
4236,6385
4237,14860
4238,12333
4239,15165
4240,15131
4241,12865
4242,566
4243,8144
4244,11375
4245,18076
4246,19436
4247,10697
4248,7494
4249,6702
4250,9548
4251,19989
4252,12304
4253,16082
4254,16637
4255,18505
4256,6149
4257,2850
4258,6068
4259,4011
4260,13130
4261,19091
4262,14432
4263,7488
4264,1416
4265,8292
4266,7350
4267,6622
4268,12800
4269,16944
4270,16547
4271,7869
4272,7021
4273,11620
4274,17470
4275,8925
4276,5180
4277,18540
4278,2656
4279,17175
4280,17955
4281,575
4282,15491
4283,5928
4284,13986
4285,14772
4286,12269
4287,972
4288,12234
4289,7864
4290,17718
4291,8447
4292,16903
4293,15094
4294,3218
4295,10439
4296,15113
4297,12746
4298,19624
4299,19574
4300,6211
4301,14539
4302,6061
4303,13415
4304,3310
4305,6327
4306,19201
4307,18005
4308,949
4309,5964
4310,19006
4311,8615
4312,2198
4313,1960
4314,11748
4315,12780
4316,2736
4317,17376
4318,14617
4319,9658
4320,8472
4321,12665
4322,13053
4323,18216
4324,3924
4325,16136
4326,8498
4327,16068
4328,18778
4329,19497
4330,11154
4331,723
4332,8634
4333,769
4334,13009
4335,1716
4336,12271
4337,14074
4338,16819
4339,11388
4340,12771
4341,19514
4342,11685
4343,18741
4344,17798
4345,17786
4346,12176
4347,11478
4348,18735
4349,8524
4350,13213
4351,672
4352,19894
4353,2582
4354,17656
4355,9966
4356,18687
4357,945
4358,108
4359,16798
4360,14845
4361,7850
4362,14556
4363,7071
4364,932
4365,9997
4366,5226
4367,19347
4368,14093
4369,13616
4370,16183
4371,8464
4372,18351
4373,8398
4374,16956
4375,9528
4376,14170
4377,15073
4378,16246
4379,13065
4380,4517
4381,13949
4382,4096
4383,15480
4384,16154
4385,17198
4386,8730
4387,10221
4388,19346
4389,9446
4390,16511
4391,18341
4392,6669
4393,5193
4394,16385
4395,6444
4396,15975
4397,13817
4398,17670
4399,11504
4400,827
4401,5748
4402,1351
4403,7235
4404,2738
4405,9798
4406,14066
4407,10547
4408,16135
4409,5972
4410,12421
4411,9388
4412,16698
4413,3854
4414,12843
4415,6852
4416,14706
4417,10849
4418,11606
4419,5828
4420,1243
4421,18932
4422,14082
4423,9182
4424,7139
4425,3468
4426,19354
4427,7140
4428,2170
4429,13845
4430,8374
4431,3315
4432,19910
4433,2086
4434,8599
4435,4255
4436,19874
4437,4149
4438,6637
4439,6954
4440,16101
4441,12462
4442,6314
4443,12607
4444,18323
4445,10858
4446,16679
4447,5094
4448,13791
4449,13541
4450,1448
4451,12307
4452,8784
4453,12181
4454,5482
4455,7547
4456,17938
4457,8700
4458,10734
4459,4184
4460,3082
4461,751
4462,2330
4463,14262
4464,4074
4465,15694
4466,3288
4467,6284
4468,18024
4469,62
4470,19915
4471,12136
4472,10928
4473,18865
4474,1366
4475,14931
4476,6098
4477,17426
4478,18842
4479,1162
4480,14928
4481,14523
4482,16949
4483,18697
4484,6558
4485,3433
4486,12435
4487,4643
4488,10625
4489,3932
4490,14720
4491,19589
4492,11612
4493,11201
4494,4881
4495,1010
4496,18866
4497,17167
4498,7752
4499,9925
4500,9980
4501,12611
4502,8640
4503,15248
4504,15139
4505,14535
4506,18976
4507,12096
4508,6619
4509,15983
4510,9932
4511,1435
4512,2934
4513,5189
4514,19440
4515,7677
4516,19351
4517,15190
4518,3806
4519,18699
4520,673
4521,4482
4522,0
4523,325
4524,4491
4525,17245
4526,14874
4527,2158
4528,15591
4529,3176
4530,7458
4531,13290
4532,9427
4533,8248
4534,5834
4535,10633
4536,3826
4537,14281
4538,7444
4539,13811
4540,17839
4541,10155
4542,12685
4543,16728
4544,14252
4545,10100
4546,1349
4547,10651
4548,8665
4549,18428
4550,1390
4551,61
4552,12022
4553,8769
4554,5510
4555,11978
4556,3297
4557,19647
4558,16307
4559,8196
4560,11944
4561,13838
4562,8318
4563,18564
4564,8015
4565,3406
4566,6329
4567,16128
4568,18447
4569,17812
4570,1703
4571,5726
4572,3243
4573,7401
4574,18942
4575,5660
4576,7056
4577,3360
4578,782
4579,9242
4580,9
4581,1413
4582,11808
4583,9640
4584,5639
4585,4886
4586,6794
4587,17482
4588,9785
4589,10108
4590,5611
4591,4287
4592,8445
4593,2829
4594,10406
4595,601
4596,18619
4597,14692
4598,18829
4599,8311
4600,1267
4601,15182
4602,14548
4603,19266
4604,6005
4605,7586
4606,7216
4607,6323
4608,13341
4609,7873
4610,5380
4611,13096
4612,13688
4613,2635
4614,15830
4615,3610
4616,17895
4617,15932
4618,9590
4619,12782
4620,7050
4621,11544
4622,7790
4623,14839
4624,4924
4625,18836
4626,19504
4627,10153
4628,19918
4629,18340
4630,4167
4631,1292
4632,12517
4633,4319
4634,10554
4635,15934
4636,19975
4637,711
4638,17829
4639,497
4640,11239
4641,11970
4642,1934
4643,13491
4644,18391
4645,11604
4646,1653
4647,18311
4648,477
4649,6935
4650,3312
4651,7392
4652,7977
4653,6148
4654,5161
4655,15869
4656,8970
4657,1526
4658,8718
4659,7952
4660,6392
4661,5806
4662,7540
4663,5465
4664,14782
4665,1404
4666,19693
4667,9297
4668,12737
4669,5369
4670,7253
4671,5095
4672,9374
4673,10465
4674,14449
4675,2157
4676,13014
4677,7941
4678,2309
4679,18629
4680,1152
4681,4344
4682,14204
4683,2502
4684,10293
4685,13643
4686,8086
4687,4195
4688,5702
4689,15027
4690,19992
4691,11372
4692,12436
4693,11184
4694,3256
4695,5603
4696,2903
4697,5907
4698,14209
4699,16171
4700,4638
4701,1895
4702,12707
4703,17912
4704,321
4705,17229
4706,6361
4707,17527
4708,15899
4709,1732
4710,18608
4711,13144
4712,14921
4713,5549
4714,19783
4715,13854
4716,13331
4717,16723
4718,2241
4719,3395
4720,1986
4721,8878
4722,15603
4723,15446
4724,4874
4725,17333
4726,1748
4727,1123
4728,16692
4729,11193
4730,11071
4731,17079
4732,11788
4733,17409
4734,892
4735,3075
4736,5470
4737,310
4738,18616
4739,17553
4740,7920
4741,16984
4742,16617
4743,2264
4744,5301
4745,13090
4746,17459
4747,9156
4748,13618
4749,16006
4750,13642
4751,2060
4752,13764
4753,4252
4754,2702
4755,2789
4756,549
4757,1743
4758,14217
4759,5886
4760,15706
4761,19833
4762,14747
4763,6956
4764,16894
4765,5661
4766,19348
4767,13392
4768,18183
4769,14946
4770,7041
4771,14703
4772,2099
4773,18876
4774,15160
4775,1124
4776,13979
4777,11772
4778,6188
4779,12936
4780,3454
4781,5560
4782,17853
4783,8814
4784,5012
4785,18529
4786,17617
4787,19210
4788,511
4789,12012
4790,6862
4791,4624
4792,16195
4793,6677
4794,119
4795,19692
4796,18691
4797,527
4798,2297
4799,1453
4800,10154
4801,9024
4802,17554
4803,2236
4804,15425
4805,7691
4806,12020
4807,13198
4808,11229
4809,4262
4810,18092
4811,6108
4812,9749
4813,4904
4814,8959
4815,11719
4816,8203
4817,15082
4818,11578
4819,14586
4820,12491
4821,7868
4822,15786
4823,8237
4824,19724
4825,1741
4826,3345
4827,18555
4828,17246
4829,12273
4830,19292
4831,11804
4832,4335
4833,8530
4834,13314
4835,13955
4836,16149
4837,3808
4838,15691
4839,17365
4840,12945
4841,13224
4842,16011
4843,16565
4844,17118
4845,15762
4846,8102
4847,13567
4848,19533
4849,14187
4850,7162
4851,2335
4852,9412
4853,18947
4854,1334
4855,11888
4856,14436
4857,6876
4858,6720
4859,10245
4860,18607
4861,10533
4862,7493
4863,8717
4864,5040
4865,3154
4866,3704
4867,15277
4868,10490
